PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,fare_per_person,age_fare_ratio,cabin_deck,cabin_room_number,booking_reference,service_id,cabin_score,name_word_count
141,0,3,"Boulos, Mrs. Joseph (Sultana)",female,,0,2,2678,15.2458,,C,29,Mrs,Mrs,3,0,2,7.623,0.0,Unknown,,91523165,894824,0.8692028808742369,4
142,1,3,"Nysten, Miss. Anna Sofia",female,22.0,0,0,347081,7.75,,S,24,Miss,Miss,1,1,1,7.75,2.838709677419355,Unknown,,43683589,130535,5.371065418185478,4
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",female,24.0,1,0,STON/O2. 3101279,15.85,,S,52,Mrs,Mrs,2,0,2,7.925,1.5141955835962146,Unknown,,3208707,475713,5.868411180208791,7
144,0,3,"Burke, Mr. Jeremiah",male,19.0,0,0,365222,6.75,,Q,19,Mr,Mr,1,1,1,6.75,2.814814814814815,Unknown,,31050785,938688,7.4543947418433,3
145,0,2,"Andrew, Mr. Edgardo Samuel",male,18.0,0,0,231945,11.5,,S,26,Mr,Mr,1,1,1,11.5,1.565217391304348,Unknown,,59097320,451279,4.316595462296794,4
146,0,2,"Nicholls, Mr. Joseph Charles",male,19.0,1,1,C.A. 33112,36.75,,S,28,Mr,Mr,3,0,2,18.375,0.5170068027210885,Unknown,,2173729,921654,1.2758030279556376,4
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")",male,27.0,0,0,350043,7.7958,,S,44,Mr,Mr,1,1,1,7.796,3.4634033710459478,Unknown,,84865046,701661,2.8377590579872445,5
148,0,3,"Ford, Miss. Robina Maggie ""Ruby""",female,9.0,2,2,W./C. 6608,34.375,,S,32,Miss,Miss,5,0,4,8.594,0.26181818181818184,Unknown,,30708715,747972,3.630822963986351,5
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",male,36.5,0,2,230080,26.0,F2,S,40,Mr,Mr,3,0,3,8.667,1.4038461538461537,F,2.0,60998923,589570,6.459172413316012,6
150,0,2,"Byles, Rev. Thomas Roussel Davids",male,42.0,0,0,244310,13.0,,S,33,Rev,Other,1,1,1,13.0,3.230769230769231,Unknown,,22804558,556551,5.707783046689119,5
151,0,2,"Bateman, Rev. Robert James",male,51.0,0,0,S.O.P. 1166,12.525,,S,26,Rev,Other,1,1,1,12.525,4.07185628742515,Unknown,,61480500,373109,3.5609672589784624,4
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)",female,22.0,1,0,113776,66.6,C2,S,33,Mrs,Mrs,2,0,2,33.3,0.3303303303303304,C,2.0,71841799,124538,9.865152487929796,5
153,0,3,"Meo, Mr. Alfonzo",male,55.5,0,0,A.5. 11206,8.05,,S,16,Mr,Mr,1,1,1,8.05,6.894409937888198,Unknown,,46980446,994498,6.057748193568871,3
154,0,3,"van Billiard, Mr. Austin Blyler",male,40.5,0,2,A/5. 851,14.5,,S,31,Mr,Mr,3,0,1,14.5,2.793103448275862,Unknown,,84196933,301664,2.372267917359945,5
155,0,3,"Olsen, Mr. Ole Martin",male,,0,0,Fa 265302,7.3125,,S,21,Mr,Mr,1,1,1,7.312,0.0,Unknown,,58061444,591234,1.0178247262040374,4
156,0,1,"Williams, Mr. Charles Duane",male,51.0,0,1,PC 17597,61.3792,,C,27,Mr,Mr,2,0,1,61.379,0.8309003701579689,Unknown,,60639744,999684,1.5285913918433203,4
157,1,3,"Gilnagh, Miss. Katherine ""Katie""",female,16.0,0,0,35851,7.7333,,Q,32,Miss,Miss,1,1,1,7.733,2.068974435234635,Unknown,,26804061,239182,2.459577283845081,4
158,0,3,"Corn, Mr. Harry",male,30.0,0,0,SOTON/OQ 392090,8.05,,S,15,Mr,Mr,1,1,1,8.05,3.726708074534161,Unknown,,29532931,572525,1.6068137325955567,3
159,0,3,"Smiljanic, Mr. Mile",male,,0,0,315037,8.6625,,S,19,Mr,Mr,1,1,1,8.662,0.0,Unknown,,8343154,258338,1.8656702405130576,3
160,0,3,"Sage, Master. Thomas Henry",male,,8,2,CA. 2343,69.55,,S,26,Master,Master,11,0,7,9.936,0.0,Unknown,,86987023,284064,2.850951686938471,4
161,0,3,"Cribb, Mr. John Hatfield",male,44.0,0,1,371362,16.1,,S,24,Mr,Mr,2,0,1,16.1,2.732919254658385,Unknown,,26182049,314020,1.7337359529475482,4
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)",female,40.0,0,0,C.A. 33595,15.75,,S,50,Mrs,Mrs,1,1,1,15.75,2.5396825396825395,Unknown,,85877893,723094,8.967654246264251,7
163,0,3,"Bengtsson, Mr. John Viktor",male,26.0,0,0,347068,7.775,,S,26,Mr,Mr,1,1,1,7.775,3.3440514469453375,Unknown,,36933929,997421,0.8023374566164221,4
164,0,3,"Calic, Mr. Jovo",male,17.0,0,0,315093,8.6625,,S,15,Mr,Mr,1,1,1,8.662,1.9624819624819625,Unknown,,6608256,715270,5.245113895702547,3
165,0,3,"Panula, Master. Eino Viljami",male,1.0,4,1,3101295,39.6875,,S,28,Master,Master,6,0,6,6.615,0.025196850393700787,Unknown,,55081273,745914,4.103968269896615,4
166,1,3,"Goldsmith, Master. Frank John William ""Frankie""",male,9.0,0,2,363291,20.525,,S,47,Master,Master,3,0,3,6.842,0.438489646772229,Unknown,,50924815,219176,9.823786169086064,6
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",female,,0,1,113505,55.0,E33,S,38,Mrs,Mrs,2,0,2,27.5,0.0,E,33.0,20531130,318126,1.1203890216805235,5
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)",female,45.0,1,4,347088,27.9,,S,47,Mrs,Mrs,6,0,6,4.65,1.6129032258064517,Unknown,,37597802,318969,3.9785559904574166,6
169,0,1,"Baumann, Mr. John D",male,,0,0,PC 17318,25.925,,S,19,Mr,Mr,1,1,1,25.925,0.0,Unknown,,16059758,222409,9.69470433275369,4
170,0,3,"Ling, Mr. Lee",male,28.0,0,0,1601,56.4958,,S,13,Mr,Mr,1,1,7,8.071,0.4956120631976182,Unknown,,75474632,647707,8.655071258939802,3
171,0,1,"Van der hoef, Mr. Wyckoff",male,61.0,0,0,111240,33.5,B19,S,25,Mr,Mr,1,1,1,33.5,1.8208955223880596,B,19.0,97846500,353618,8.1707207094928,5
172,0,3,"Rice, Master. Arthur",male,4.0,4,1,382652,29.125,,Q,20,Master,Master,6,0,5,5.825,0.13733905579399142,Unknown,,91578236,869598,2.579028270449398,3
173,1,3,"Johnson, Miss. Eleanor Ileen",female,1.0,1,1,347742,11.1333,,S,28,Miss,Miss,3,0,3,3.711,0.08982062820547367,Unknown,,73684929,150015,1.7088758739006582,4
174,0,3,"Sivola, Mr. Antti Wilhelm",male,21.0,0,0,STON/O 2. 3101280,7.925,,S,25,Mr,Mr,1,1,1,7.925,2.6498422712933754,Unknown,,21386810,872838,6.68643219924431,4
175,0,1,"Smith, Mr. James Clinch",male,56.0,0,0,17764,30.6958,A7,C,23,Mr,Mr,1,1,1,30.696,1.8243538203923664,A,7.0,74521021,222096,9.293759891275858,4
176,0,3,"Klasen, Mr. Klas Albin",male,18.0,1,1,350404,7.8542,,S,22,Mr,Mr,3,0,1,7.854,2.2917674619948563,Unknown,,37191495,731347,5.567628930139298,4
177,0,3,"Lefebre, Master. Henry Forbes",male,,3,1,4133,25.4667,,S,29,Master,Master,5,0,4,6.367,0.0,Unknown,,32894941,285340,5.7161268946989985,4
178,0,1,"Isham, Miss. Ann Elizabeth",female,50.0,0,0,PC 17595,28.7125,C49,C,26,Miss,Miss,1,1,1,28.712,1.74140182847192,C,49.0,23195964,210687,2.7997909366028417,4
179,0,2,"Hale, Mr. Reginald",male,30.0,0,0,250653,13.0,,S,18,Mr,Mr,1,1,1,13.0,2.3076923076923075,Unknown,,16255288,974371,7.694929331919369,3
180,0,3,"Leonard, Mr. Lionel",male,36.0,0,0,LINE,0.0,,S,19,Mr,Mr,1,1,4,0.0,0.0,Unknown,,37107175,511357,1.8704374855752337,3
181,0,3,"Sage, Miss. Constance Gladys",female,,8,2,CA. 2343,69.55,,S,28,Miss,Miss,11,0,7,9.936,0.0,Unknown,,86987023,835716,3.2367923640424365,4
182,0,2,"Pernot, Mr. Rene",male,,0,0,SC/PARIS 2131,15.05,,C,16,Mr,Mr,1,1,1,15.05,0.0,Unknown,,39043951,205878,4.254364386164168,3
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",male,9.0,4,2,347077,31.3875,,S,37,Master,Master,7,0,4,7.847,0.2867383512544803,Unknown,,3591410,827270,5.07610378684455,5
184,1,2,"Becker, Master. Richard F",male,1.0,2,1,230136,39.0,F4,S,25,Master,Master,4,0,2,19.5,0.02564102564102564,F,4.0,95710975,298286,2.4240973241508024,4
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",female,4.0,0,2,315153,22.025,,S,35,Miss,Miss,3,0,1,22.025,0.1816118047673099,Unknown,,45823204,873290,1.1483682473920354,4
186,0,1,"Rood, Mr. Hugh Roscoe",male,,0,0,113767,50.0,A32,S,21,Mr,Mr,1,1,1,50.0,0.0,A,32.0,98227178,874684,6.1062004244163255,4
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",female,,1,0,370365,15.5,,Q,47,Mrs,Mrs,2,0,2,7.75,0.0,Unknown,,11505406,264899,2.8863055324025577,6
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",male,45.0,0,0,111428,26.55,,S,45,Mr,Mr,1,1,1,26.55,1.694915254237288,Unknown,,35823780,424767,5.812382214226123,7
189,0,3,"Bourke, Mr. John",male,40.0,1,1,364849,15.5,,Q,16,Mr,Mr,3,0,2,7.75,2.5806451612903225,Unknown,,53011930,961882,1.5436271527420231,3
190,0,3,"Turcin, Mr. Stjepan",male,36.0,0,0,349247,7.8958,,S,19,Mr,Mr,1,1,1,7.896,4.559386002684971,Unknown,,52782170,979858,4.811401018548175,3
191,1,2,"Pinsky, Mrs. (Rosa)",female,32.0,0,0,234604,13.0,,S,19,Mrs,Mrs,1,1,1,13.0,2.4615384615384617,Unknown,,4589400,479989,5.325894325515859,3
192,0,2,"Carbines, Mr. William",male,19.0,0,0,28424,13.0,,S,21,Mr,Mr,1,1,1,13.0,1.4615384615384615,Unknown,,84062235,515515,0.5182353682242691,3
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",female,19.0,1,0,350046,7.8542,,S,47,Miss,Miss,2,0,1,7.854,2.419087876550126,Unknown,,54710443,143585,3.366042781939206,5
194,1,2,"Navratil, Master. Michel M",male,3.0,1,1,230080,26.0,F2,S,26,Master,Master,3,0,3,8.667,0.11538461538461539,F,2.0,60998923,471369,1.3441467693897424,4
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",female,44.0,0,0,PC 17610,27.7208,B4,C,41,Mrs,Mrs,1,1,1,27.721,1.5872557790539956,B,4.0,66518908,164044,0.6337497047276774,6
196,1,1,"Lurette, Miss. Elise",female,58.0,0,0,PC 17569,146.5208,B80,C,20,Miss,Miss,1,1,2,73.26,0.395848234516874,B,80.0,41405837,542296,9.899602323899453,3
197,0,3,"Mernagh, Mr. Robert",male,,0,0,368703,7.75,,Q,19,Mr,Mr,1,1,1,7.75,0.0,Unknown,,4421557,209556,3.2235384497472297,3
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",male,42.0,0,1,4579,8.4042,,S,32,Mr,Mr,2,0,1,8.404,4.997501249375313,Unknown,,24981721,626981,8.09874445854635,5
199,1,3,"Madigan, Miss. Margaret ""Maggie""",female,,0,0,370370,7.75,,Q,32,Miss,Miss,1,1,1,7.75,0.0,Unknown,,61827773,981691,2.5464065476376385,4
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",female,24.0,0,0,248747,13.0,,S,38,Miss,Miss,1,1,1,13.0,1.8461538461538463,Unknown,,94304564,867595,6.8150272222392925,5
201,0,3,"Vande Walle, Mr. Nestor Cyriel",male,28.0,0,0,345770,9.5,,S,30,Mr,Mr,1,1,1,9.5,2.9473684210526314,Unknown,,89969432,300235,7.6022785988968655,5
202,0,3,"Sage, Mr. Frederick",male,,8,2,CA. 2343,69.55,,S,19,Mr,Mr,11,0,7,9.936,0.0,Unknown,,86987023,125939,5.956387406078443,3
203,0,3,"Johanson, Mr. Jakob Alfred",male,34.0,0,0,3101264,6.4958,,S,26,Mr,Mr,1,1,1,6.496,5.23415129776163,Unknown,,14862222,252906,4.715761885501584,4
204,0,3,"Youseff, Mr. Gerious",male,45.5,0,0,2628,7.225,,C,20,Mr,Mr,1,1,1,7.225,6.297577854671281,Unknown,,59310475,642335,4.118409141472686,3
205,1,3,"Cohen, Mr. Gurshon ""Gus""",male,18.0,0,0,A/5 3540,8.05,,S,24,Mr,Mr,1,1,1,8.05,2.2360248447204967,Unknown,,93959409,388249,3.4886826654299528,4
206,0,3,"Strom, Miss. Telma Matilda",female,2.0,0,1,347054,10.4625,G6,S,26,Miss,Miss,2,0,2,5.231,0.19115890083632017,G,6.0,85412416,175766,9.29529144247826,4
207,0,3,"Backstrom, Mr. Karl Alfred",male,32.0,1,0,3101278,15.85,,S,26,Mr,Mr,2,0,2,7.925,2.0189274447949526,Unknown,,48321823,508923,8.306194077877292,4
208,1,3,"Albimona, Mr. Nassef Cassem",male,26.0,0,0,2699,18.7875,,C,27,Mr,Mr,1,1,2,9.394,1.383898868928809,Unknown,,76041567,515192,9.650269106665126,4
209,1,3,"Carr, Miss. Helen ""Ellen""",female,16.0,0,0,367231,7.75,,Q,25,Miss,Miss,1,1,1,7.75,2.064516129032258,Unknown,,28796726,668550,1.2429722348554473,4
210,1,1,"Blank, Mr. Henry",male,40.0,0,0,112277,31.0,A31,C,16,Mr,Mr,1,1,1,31.0,1.2903225806451613,A,31.0,15260114,487261,7.308674752036443,3
211,0,3,"Ali, Mr. Ahmed",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,14,Mr,Mr,1,1,1,7.05,3.404255319148936,Unknown,,63410197,910208,9.383404568210379,3
212,1,2,"Cameron, Miss. Clear Annie",female,35.0,0,0,F.C.C. 13528,21.0,,S,26,Miss,Miss,1,1,1,21.0,1.6666666666666667,Unknown,,74569422,785440,1.8123306616566015,4
213,0,3,"Perkin, Mr. John Henry",male,22.0,0,0,A/5 21174,7.25,,S,22,Mr,Mr,1,1,1,7.25,3.0344827586206895,Unknown,,71764074,752664,0.664962673667775,4
214,0,2,"Givard, Mr. Hans Kristensen",male,30.0,0,0,250646,13.0,,S,27,Mr,Mr,1,1,1,13.0,2.3076923076923075,Unknown,,21610479,554589,7.4112064929005905,4
215,0,3,"Kiernan, Mr. Philip",male,,1,0,367229,7.75,,Q,19,Mr,Mr,2,0,1,7.75,0.0,Unknown,,99772636,237848,5.744731131799119,3
216,1,1,"Newell, Miss. Madeleine",female,31.0,1,0,35273,113.275,D36,C,23,Miss,Miss,2,0,3,37.758,0.2736702714632531,D,36.0,34914053,717075,8.41828776758272,3
217,1,3,"Honkanen, Miss. Eliina",female,27.0,0,0,STON/O2. 3101283,7.925,,S,22,Miss,Miss,1,1,1,7.925,3.406940063091483,Unknown,,54667015,227948,1.397723766262895,3
218,0,2,"Jacobsohn, Mr. Sidney Samuel",male,42.0,1,0,243847,27.0,,S,28,Mr,Mr,2,0,2,13.5,1.5555555555555556,Unknown,,23046434,679304,7.952673118598902,4
219,1,1,"Bazzani, Miss. Albina",female,32.0,0,0,11813,76.2917,D15,C,21,Miss,Miss,1,1,1,76.292,0.41944274409929255,D,15.0,39991227,502690,2.0162732004774453,3
220,0,2,"Harris, Mr. Walter",male,30.0,0,0,W/C 14208,10.5,,S,18,Mr,Mr,1,1,1,10.5,2.857142857142857,Unknown,,62280447,599046,1.636559428657045,3
221,1,3,"Sunderland, Mr. Victor Francis",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,30,Mr,Mr,1,1,1,8.05,1.9875776397515525,Unknown,,15313000,551269,1.6426579793099294,4
222,0,2,"Bracken, Mr. James H",male,27.0,0,0,220367,13.0,,S,20,Mr,Mr,1,1,1,13.0,2.076923076923077,Unknown,,39698499,121959,8.14574720231382,4
223,0,3,"Green, Mr. George Henry",male,51.0,0,0,21440,8.05,,S,23,Mr,Mr,1,1,1,8.05,6.335403726708074,Unknown,,99165311,760890,6.651972206962001,4
224,0,3,"Nenkoff, Mr. Christo",male,,0,0,349234,7.8958,,S,20,Mr,Mr,1,1,1,7.896,0.0,Unknown,,61220790,850216,5.230654247691193,3
225,1,1,"Hoyt, Mr. Frederick Maxfield",male,38.0,1,0,19943,90.0,C93,S,28,Mr,Mr,2,0,2,45.0,0.4222222222222222,C,93.0,95724500,890180,3.5883048412350247,4
226,0,3,"Berglund, Mr. Karl Ivar Sven",male,22.0,0,0,PP 4348,9.35,,S,28,Mr,Mr,1,1,1,9.35,2.3529411764705883,Unknown,,53253424,328576,8.772005408131083,5
227,1,2,"Mellors, Mr. William John",male,19.0,0,0,SW/PP 751,10.5,,S,25,Mr,Mr,1,1,1,10.5,1.8095238095238095,Unknown,,89640735,637833,3.924451074226354,4
228,0,3,"Lovell, Mr. John Hall (""Henry"")",male,20.5,0,0,A/5 21173,7.25,,S,31,Mr,Mr,1,1,1,7.25,2.8275862068965516,Unknown,,95165893,265838,8.16599439471577,5
229,0,2,"Fahlstrom, Mr. Arne Jonas",male,18.0,0,0,236171,13.0,,S,25,Mr,Mr,1,1,1,13.0,1.3846153846153846,Unknown,,78172989,435674,4.391349085702184,4
230,0,3,"Lefebre, Miss. Mathilde",female,,3,1,4133,25.4667,,S,23,Miss,Miss,5,0,4,6.367,0.0,Unknown,,32894941,979989,3.769444294249076,3
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",female,35.0,1,0,36973,83.475,C83,S,44,Mrs,Mrs,2,0,2,41.738,0.41928721174004197,C,83.0,62982443,161087,4.626797856696064,6
232,0,3,"Larsson, Mr. Bengt Edvin",male,29.0,0,0,347067,7.775,,S,24,Mr,Mr,1,1,1,7.775,3.729903536977492,Unknown,,55650241,693128,3.0137787416414206,4
233,0,2,"Sjostedt, Mr. Ernst Adolf",male,59.0,0,0,237442,13.5,,S,25,Mr,Mr,1,1,1,13.5,4.37037037037037,Unknown,,91641197,218451,7.476093801762511,4
234,1,3,"Asplund, Miss. Lillian Gertrud",female,5.0,4,2,347077,31.3875,,S,30,Miss,Miss,7,0,4,7.847,0.15929908403026682,Unknown,,3591410,547600,5.027203900924792,4
235,0,2,"Leyson, Mr. Robert William Norman",male,24.0,0,0,C.A. 29566,10.5,,S,33,Mr,Mr,1,1,1,10.5,2.2857142857142856,Unknown,,42854167,937437,2.322126951468173,5
236,0,3,"Harknett, Miss. Alice Phoebe",female,,0,0,W./C. 6609,7.55,,S,28,Miss,Miss,1,1,1,7.55,0.0,Unknown,,24570141,539792,8.995745732745684,4
237,0,2,"Hold, Mr. Stephen",male,44.0,1,0,26707,26.0,,S,17,Mr,Mr,2,0,1,26.0,1.6923076923076923,Unknown,,38467470,139353,3.8389122137321143,3
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",female,8.0,0,2,C.A. 31921,26.25,,S,32,Miss,Miss,3,0,3,8.75,0.3047619047619048,Unknown,,2543764,293075,5.435528611139886,4
239,0,2,"Pengelly, Mr. Frederick William",male,19.0,0,0,28665,10.5,,S,31,Mr,Mr,1,1,1,10.5,1.8095238095238095,Unknown,,49739407,314283,9.06472110964547,4
240,0,2,"Hunt, Mr. George Henry",male,33.0,0,0,SCO/W 1585,12.275,,S,22,Mr,Mr,1,1,1,12.275,2.6883910386965377,Unknown,,23852137,414877,6.242379959139921,4
241,0,3,"Zabour, Miss. Thamine",female,,1,0,2665,14.4542,,C,21,Miss,Miss,2,0,2,7.227,0.0,Unknown,,54091058,165318,1.1689804070836407,3
242,1,3,"Murphy, Miss. Katherine ""Kate""",female,,1,0,367230,15.5,,Q,30,Miss,Miss,2,0,2,7.75,0.0,Unknown,,48312653,865313,9.398321236134752,4
243,0,2,"Coleridge, Mr. Reginald Charles",male,29.0,0,0,W./C. 14263,10.5,,S,31,Mr,Mr,1,1,1,10.5,2.761904761904762,Unknown,,69443826,582690,6.277080530714178,4
244,0,3,"Maenpaa, Mr. Matti Alexanteri",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,29,Mr,Mr,1,1,1,7.125,3.087719298245614,Unknown,,62487518,516880,3.3490561465708613,4
245,0,3,"Attalah, Mr. Sleiman",male,30.0,0,0,2694,7.225,,C,20,Mr,Mr,1,1,1,7.225,4.152249134948097,Unknown,,17640885,691460,1.3927207266338726,3
246,0,1,"Minahan, Dr. William Edward",male,44.0,2,0,19928,90.0,C78,Q,27,Dr,Other,3,0,2,45.0,0.4888888888888889,C,78.0,96449632,840976,7.9402518927029595,4
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",female,25.0,0,0,347071,7.775,,S,37,Miss,Miss,1,1,1,7.775,3.215434083601286,Unknown,,3339324,881239,6.200727559285135,5
248,1,2,"Hamalainen, Mrs. William (Anna)",female,24.0,0,2,250649,14.5,,S,31,Mrs,Mrs,3,0,2,7.25,1.6551724137931034,Unknown,,49514931,193264,5.334610919763215,4
249,1,1,"Beckwith, Mr. Richard Leonard",male,37.0,1,1,11751,52.5542,D35,S,29,Mr,Mr,3,0,2,26.277,0.7040350723633886,D,35.0,89635227,870746,8.938925830509577,4
250,0,2,"Carter, Rev. Ernest Courtenay",male,54.0,1,0,244252,26.0,,S,29,Rev,Other,2,0,2,13.0,2.076923076923077,Unknown,,33992832,913168,7.885972112245307,4
251,0,3,"Reed, Mr. James George",male,,0,0,362316,7.25,,S,22,Mr,Mr,1,1,1,7.25,0.0,Unknown,,60582351,325281,1.5167487973275118,4
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",female,29.0,1,1,347054,10.4625,G6,S,42,Mrs,Mrs,3,0,2,5.231,2.771804062126643,G,6.0,85412416,737147,3.1172206779554825,6
253,0,1,"Stead, Mr. William Thomas",male,62.0,0,0,113514,26.55,C87,S,25,Mr,Mr,1,1,1,26.55,2.335216572504708,C,87.0,40117721,998613,2.4848913981446574,4
254,0,3,"Lobb, Mr. William Arthur",male,30.0,1,0,A/5. 3336,16.1,,S,24,Mr,Mr,2,0,2,8.05,1.8633540372670805,Unknown,,26724019,494070,7.43946292572677,4
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",female,41.0,0,2,370129,20.2125,,S,40,Mrs,Mrs,3,0,2,10.106,2.0284477427334573,Unknown,,69659708,452228,0.3353243473577938,5
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",female,29.0,0,2,2650,15.2458,,C,39,Mrs,Mrs,3,0,1,15.246,1.9021632187225335,Unknown,,94149487,531839,5.698896848713165,6
257,1,1,"Thorne, Mrs. Gertrude Maybelle",female,,0,0,PC 17585,79.2,,C,30,Mrs,Mrs,1,1,1,79.2,0.0,Unknown,,18082504,369536,7.624586857406905,4
258,1,1,"Cherry, Miss. Gladys",female,30.0,0,0,110152,86.5,B77,S,20,Miss,Miss,1,1,3,28.833,0.3468208092485549,B,77.0,54136575,417824,8.767656367617494,3
259,1,1,"Ward, Miss. Anna",female,35.0,0,0,PC 17755,512.3292,,C,16,Miss,Miss,1,1,3,170.776,0.06831545030031472,Unknown,,29884196,357426,3.4208174871590744,3
260,1,2,"Parrish, Mrs. (Lutie Davis)",female,50.0,0,1,230433,26.0,,S,27,Mrs,Mrs,2,0,2,13.0,1.9230769230769231,Unknown,,414691,277789,8.212573046720129,4
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,17,Mr,Mr,1,1,1,7.75,0.0,Unknown,,83758346,613153,1.1063173695520723,3
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3.0,4,2,347077,31.3875,,S,33,Master,Master,7,0,4,7.847,0.0955794504181601,Unknown,,3591410,842452,8.464522917345182,5
263,0,1,"Taussig, Mr. Emil",male,52.0,1,1,110413,79.65,E67,S,17,Mr,Mr,3,0,3,26.55,0.652856246076585,E,67.0,49220512,937291,1.2748866233198242,3
264,0,1,"Harrison, Mr. William",male,40.0,0,0,112059,0.0,B94,S,21,Mr,Mr,1,1,1,0.0,0.0,B,94.0,62856488,225657,3.9728729056036727,3
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,18,Miss,Miss,1,1,1,7.75,0.0,Unknown,,96689400,335167,7.972953657795536,3
266,0,2,"Reeves, Mr. David",male,36.0,0,0,C.A. 17248,10.5,,S,17,Mr,Mr,1,1,1,10.5,3.4285714285714284,Unknown,,63319467,781669,1.4991742734877378,3
267,0,3,"Panula, Mr. Ernesti Arvid",male,16.0,4,1,3101295,39.6875,,S,25,Mr,Mr,6,0,6,6.615,0.4031496062992126,Unknown,,55081273,580671,2.2925139523264146,4
268,1,3,"Persson, Mr. Ernst Ulrik",male,25.0,1,0,347083,7.775,,S,24,Mr,Mr,2,0,1,7.775,3.215434083601286,Unknown,,80459231,819094,7.222525683930662,4
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58.0,0,1,PC 17582,153.4625,C125,S,45,Mrs,Mrs,2,0,3,51.154,0.37794249409464853,C,125.0,10577803,170467,7.200365365460744,6
270,1,1,"Bissette, Miss. Amelia",female,35.0,0,0,PC 17760,135.6333,C99,S,22,Miss,Miss,1,1,3,45.211,0.25804872402278795,C,99.0,41928678,283734,6.411476328852973,3
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31.0,,S,21,Mr,Mr,1,1,2,15.5,0.0,Unknown,,90879020,722794,6.939484444671001,3
272,1,3,"Tornquist, Mr. William Henry",male,25.0,0,0,LINE,0.0,,S,28,Mr,Mr,1,1,4,0.0,0.0,Unknown,,37107175,209751,5.427244433475962,4
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41.0,0,1,250644,19.5,,S,41,Mrs,Mrs,2,0,2,9.75,2.1025641025641026,Unknown,,22203277,481050,2.5179905890695276,5
274,0,1,"Natsch, Mr. Charles H",male,37.0,0,1,PC 17596,29.7,C118,C,21,Mr,Mr,2,0,1,29.7,1.245791245791246,C,118.0,3330705,911774,3.4569599350391944,4
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,26,Miss,Miss,1,1,1,7.75,0.0,Unknown,,83522467,792517,1.8159771680142567,4
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,S,33,Miss,Miss,2,0,3,25.986,0.8081243433989711,D,7.0,74123805,561079,9.084505613336283,4
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,S,33,Miss,Miss,1,1,1,7.75,5.806451612903226,Unknown,,76072780,468452,5.833917947661204,4
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0.0,,S,27,Mr,Mr,1,1,3,0.0,0.0,Unknown,,57020169,206081,4.008514167636399,4
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Q,18,Master,Master,6,0,5,5.825,0.24034334763948498,Unknown,,91578236,713333,4.620058036441327,3
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,S,32,Mrs,Mrs,3,0,2,10.125,1.728395061728395,Unknown,,6228279,658986,9.472833396118153,5
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Q,16,Mr,Mr,1,1,1,7.75,8.387096774193548,Unknown,,37815686,210078,1.533514031160802,3
